locus_id	primary_name	yome
b3842	rfaH	no
b3843	ubiD	no
b3844	fre	no
b3845	fadA	no
b3846	fadB	no
b3847	pepQ	no
b3848	yigZ	yes
b3849	trkH	no
b3850	hemG	no
b3851	rrsA	no
b3852	ileT	no
b3853	alaT	no
b3854	rrlA	no
b3855	rrfA	no
b3856	mobB	no
b3857	mobA	no
b3858	yihD	yes
b3859	srkA	no
b3860	dsbA	no
b3861	yihF	yes
b3862	yihG	yes
b3863	polA	no
b3864	spf	no
b3865	yihA, engB	yes
b3866	yihI	no
b3867	hemN	no
b3868	glnG	no
b3869	glnL	no
b3870	glnA	no
b3871	bipA, typA	no
b3872	yihL	yes
b3873	yihM	yes
b3874	yihN	yes
b3875	ompL	yes
b3876	yihO	no
b3877	yihP	yes
b3878	yihQ	no
b3879	yihR	yes
b3880	yihS	no
b3881	yihT	no
b3882	yihU	no
b3883	yihV	no
b3884	yihW	yes
b3885	yihX	no
b3886	yihY	yes
b3887	dtd	no
b3888	yiiD	yes
b3889	yiiE	yes
b3890	yiiF	yes
b3891	fdhE	yes
b3892	fdoI	no
b3893	fdoH	no
b3894	fdoG	no
b3895	fdhD	no
b3896	yiiG	yes
b3897	frvR	yes
b3898	frvX	yes
b3899	frvB	yes
b3900	frvA	yes
b3901	rhaM	no
b3902	rhaD	no
b3903	rhaA	no
b3904	rhaB	no
b3905	rhaS	no
b3906	rhaR	no
b3907	rhaT	no
b3908	sodA	no
b3909	kdgT	no
b3910	yiiM	yes
b3911	cpxA	no
b3912	cpxR	no
b3915	fieF	no
b3916	pfkA	no
b3917	sbp	no
b3918	cdh	no
b3919	tpiA	no
b3920	yiiQ	yes
b3921	yiiR	yes
b3922	yiiS	yes
b3923	uspD	tbd
b3924	fpr	no
b3925	glpX	no
b3926	glpK	no
b3927	glpF	no
b3928	zapB	no
b3929	rraA	no
b3930	menA	no
b3931	hslU	no
b3932	hslV	no
b3933	ftsN	no
b3934	cytR	no
b3935	priA	no
b3936	rpmE	no
b3937	yiiX	yes
b3938	metJ	no
b3939	metB	no
b3940	metL	no
b3941	metF	no
b3942	katG	no
b3943	yijE	yes
b3944	yijF	yes
b3945	gldA	no
b3946	fsaB	no
b3947	ptsA, frwA	yes
b3949	frwC	yes
b3950	frwB	yes
b3951	pflD	yes
b3952	pflC	yes
b3953	frwD	yes
b3954	yijO	yes
b3955	eptC	no
b3956	ppc	no
b3957	argE	no
b3958	argC	no
b3959	argB	no
b3960	argH	no
b3961	oxyR	no
b3962	sthA	no
b3963	fabR	no
b3964	yijD	yes
b3965	trmA	no
b3966	btuB	no
b3967	murI	no
b3968	rrsB	no
b3969	gltT	no
b3970	rrlB	no
b3971	rrfB	no
b3972	murB	no
b3973	birA	no
b3974	coaA	no
b3975		excluded
b3976	thrU	no
b3977	tyrU	no
b3978	glyT	no
b3979	thrT	no
b3980	tufB	no
b3981	secE	no
b3982	nusG	no
b3983	rplK	no
b3984	rplA	no
b3985	rplJ	no
b3986	rplL	no
b3987	rpoB	no
b3988	rpoC	no
b3989	yjaZ, htrC	yes
b3990	thiH	no
b3991	thiG	no
b3992	thiF	no
b3993	thiE	no
b3994	thiC	no
b3995	rsd	no
b3996	nudC	no
b3997	hemE	no
b3998	nfi	no
b3999	yjaG	yes
b4000	hupA	no
b4001	yjaH	yes
b4002	zraP	no
b4003	zraS	no
b4004	zraR	no
b4005	purD	no
b4006	purH	no
b4007	rrsE	no
b4008	gltV	no
b4009	rrlE	no
b4010	rrfE	no
b4011	yjaA	yes
b4012	yjaB	yes
b4013	metA, metAS	no
b4014	aceB	no
b4015	aceA	no
b4016	aceK	no
b4017	arpA	yes
b4018	iclR	no
b4019	metH	no
b4020	yjbB	yes
b4021	pepE	no
b4022	rluF	no
b4023	yjbD	yes
b4024	lysC	no
b4025	pgi	no
b4026	yjbE	yes
b4027	yjbF	yes
b4028	yjbG	yes
b4029	yjbH	yes
b4030	psiE	yes
b4031	xylE	no
b4032	malG	no
b4033	malF	no
b4034	malE	no
b4035	malK	no
b4036	lamB	no
b4037	malM	yes
b4038	yjbI, yjbI'	excluded
b4039	ubiC	no
b4040	ubiA	no
b4041	plsB	no
b4042	dgkA	no
b4043	lexA	no
b4044	dinF	yes
b4045	yjbJ	yes
b4046	zur	no
b4047	yjbL	yes
b4048	yjbM	yes
b4049	dusA	no
b4050	pspG	yes
b4051	qorA	no
b4052	dnaB	no
b4053	alr	no
b4054	tyrB	no
b4055	aphA	no
b4056	yjbQ	yes
b4057	yjbR	yes
b4058	uvrA	no
b4059	ssb	no
b4060	yjcB	yes
b4061	pdeC, yjcC	no
b4062	soxS	no
b4063	soxR	no
b4064	ghxP	no
b4065	yjcE	yes
b4066	yjcF	yes
b4067	actP	no
b4068	yjcH	yes
b4069	acs	no
b4070	nrfA	no
b4071	nrfB	no
b4072	nrfC	yes
b4073	nrfD	yes
b4074	nrfE	yes
b4075	nrfF	yes
b4076	nrfG	yes
b4077	gltP	no
b4078	yjcO	yes
b4079	fdhF	no
b4080	mdtP	no
b4081	mdtO	no
b4082	mdtN	no
b4083	yjcS	no
b4084	alsK	no
b4085	alsE	no
b4086	alsC	no
b4087	alsA	no
b4088	alsB	no
b4089	alsR, rpiR	no
b4090	rpiB	no
b4092	phnP	no
b4093	phnO	no
b4094	phnN	no
b4095	phnM	no
b4096	phnL	no
b4097	phnK	yes
b4098	phnJ	no
b4099	phnI	no
b4100	phnH	no
b4101	phnG	no
b4102	phnF	yes
b4103	phnE	yes
b4104	phnE', phnE1, phnE	excluded
b4105	phnD	no
b4106	phnC	no
b4107	yjdN, phnB	yes
b4108	yjdM, phnA	yes
b4109	crfC	no
b4110	yjcZ	yes
b4111	proP	no
b4112	basS	no
b4113	basR	no
b4114	eptA	no
b4115	adiC	no
b4116	adiY	no
b4117	adiA	no
b4118	melR	no
b4119	melA	no
b4120	melB	no
b4121	yjdF	yes
b4122	fumB	no
b4123	dcuB	no
b4124	dcuR	no
b4125	dcuS	no
b4126	yjdI	yes
b4127	yjdJ	yes
b4128	ghoS	no
b4129	lysU	no
b4130	dtpC	no
b4131	cadA	no
b4132	cadB	no
b4133	cadC	no
b4134	pheU	no
b4135	yjdC	yes
b4136	dsbD	no
b4137	cutA	no
b4138	dcuA	no
b4139	aspA	no
b4140	fxsA	yes
b4141	yjeH	no
b4142	groS	no
b4143	groL	no
b4144	yjeI	yes
b4145	yjeJ	yes
b4146	epmB	no
b4147	efp	no
b4148	gdx, sugE	no
b4149	blc	yes
b4150	ampC	no
b4151	frdD	no
b4152	frdC	no
b4153	frdB	no
b4154	frdA	no
b4155	epmA	no
b4156	yjeM	yes
b4157	yjeN	yes
b4158	yjeO	yes
b4159	mscM	no
b4160	psd	no
b4161	rsgA	no
b4162	orn	no
b4163	glyV	no
b4164	glyX	no
b4165	glyY	no
b4166	queG	no
b4167	nnr	no
b4168	tsaE	no
b4169	amiB	no
b4170	mutL	no
b4171	miaA	no
b4172	hfq	no
b4173	hflX	no
b4174	hflK	no
b4175	hflC	no
b4176	yjeT	yes
b4177	purA	no
b4178	nsrR	no
b4179	rnr	no
b4180	rlmB	no
b4181	yjfI	yes
b4182	yjfJ	yes
b4183	yjfK	yes
b4184	yjfL	yes
b4185	yjfM	yes
b4186	yjfC	yes
b4187	aidB	no
b4188	yjfN	no
b4189	bsmA	yes
b4190	yjfP	no
b4191	ulaR	no
b4192	ulaG	no
b4193	ulaA	no
b4194	ulaB	no
b4195	ulaC	no
b4196	ulaD	no
b4197	ulaE	no
b4198	ulaF	no
b4199	yjfY	yes
b4200	rpsF	no
b4201	priB	no
b4202	rpsR	no
b4203	rplI	no
b4204	yjfZ	yes
b4205	ytfA, ytfA'	excluded
b4206	ytfB	yes
b4207	fklB	no
b4208	cycA	no
b4209	ytfE	no
b4210	ytfF	yes
b4211	qorB	no
b4212	ytfH	yes
b4213	cpdB	no
b4214	cysQ	no
b4215	ytfI	yes
b4216	ytfJ	yes
b4217	ytfK	yes
b4218	ytfL	yes
b4219	msrA	no
b4220	tamA	no
b4221	tamB	no
b4222	ytfP	yes
b4223	yzfA	yes
b4224	chpS	no
b4225	chpB	no
b4226	ppa	no
b4227	ytfQ	no
b4230	ytfT	yes
b4231	yjfF	yes
b4232	fbp	no
b4233	mpl	no
b4234	yjgA	yes
b4235	pmbA	yes
b4236	cybC, cybC'	excluded
b4237	nrdG	no
b4238	nrdD	no
b4239	treC	no
b4240	treB	no
b4241	treR	no
b4242	mgtA	no
b4243	ridA	no
b4244	pyrI	no
b4245	pyrB	no
b4246	pyrL	no
b4247		excluded
b4248	yjgH	yes
b4249	bdcA	no
b4250		excluded
b4251	bdcR	yes
b4252	tabA	yes
b4253	yjgL	yes
b4254	argI	no
b4255	rraB	no
b4256	yjgM	yes
b4257	yjgN	yes
b4258	valS	no
b4259	holC	no
b4260	pepA	no
b4261	lptF	no
b4262	lptG	no
b4263	yjgR	yes
b4264	idnR	no
b4265	idnT	no
b4266	idnO	no
b4267	idnD	no
b4268	idnK	no
b4269	ahr	no
b4270	leuX	no
b4271	intB, intB'	excluded
b4272	insC-6, insC11, insC6, insC1	no
b4273	insD-6, insD11, insD6, insD1	no
b4274	yjgW, yjgX'	excluded
b4277	yjgZ	yes
b4278	insG	no
b4279	yjhB	yes
b4280	yjhC	yes
b4281	yjhD, yjhD'	excluded
b4282	yjhE, yjhE'	excluded
b4283	insN2	yes
b4284	insI-3, insI4, insI1	no
b4285	insO2	yes
b4286	yjhV, yjhV'	excluded
b4287	fecE	no
b4288	fecD	no
b4289	fecC	no
b4290	fecB	no
b4291	fecA	no
b4292	fecR	no
b4293	fecI	no
b4294	insA-7, insA6, insA7, insA	no
b4295	yjhU	yes
b4296	yjhF	yes
b4297	yjhG	no
b4298	yjhH	yes
b4299	yjhI	yes
b4300	sgcR	yes
b4301	sgcE	yes
b4302	sgcA	yes
b4303	sgcQ	yes
b4304	sgcC	yes
b4305	sgcX	yes
b4306	yjhP	yes
b4307	yjhQ	yes
b4308	yjhR, yjhR'	excluded
b4309	nanS	no
b4310	nanM	no
b4311	nanC	no
b4312	fimB	no
b4313	fimE	no
b4314	fimA	no
b4315	fimI	yes
b4316	fimC	no
b4317	fimD	no
b4318	fimF	no
b4319	fimG	no
b4320	fimH	no
b4321	gntP	no
b4322	uxuA	no
b4323	uxuB	no
b4324	uxuR	no
b4325	yjiC	yes
b4326	iraD	no
b4327	hypT, yjiE	no
b4328	iadA	no
b4329	yjiG	yes
b4330	yjiH	yes
b4331	kptA	no
b4332	yjiJ	yes
b4333	yjiK	yes
b4334	yjiL	yes
b4335	yjiM	yes
b4336	yjiN	yes
b4337	mdtM	no
b4338	yjiP	yes
b4339	yjiP', yjiQ, yjiP	excluded
b4340	yjiR	yes
b4341	yjiS	yes
b4342	yjiT, yjiT'	excluded
b4345	mcrC	no
b4346	mcrB	no
b4347	symE	yes
b4348	hsdS	no
b4349	hsdM	no
b4350	hsdR	no
b4351	mrr	no
b4352	yjiA	no
b4353	yjiX	yes
b4354	btsT, yjiY	no
b4355	tsr	no
b4356	lgoT	no
b4357	lgoR	yes
b4358	lgoD	no
b4359	opgB, mdoB	no
b4360	yjjA	yes
b4361	dnaC	no
b4362	dnaT	no
b4363	yjjB	yes
b4364	yjjP	yes
b4365	yjjQ	no
b4366	bglJ	no
b4367	fhuF	no
b4368	leuV	no
b4369	leuP	no
b4370	leuQ	no
b4371	rsmC	no
b4372	holD	no
b4373	rimI	no
b4374	yjjG	no
b4375	prfC	no
b4376	osmY	no
b4377	yjjU	yes
b4378	yjjV	yes
b4379	yjjW	yes
b4380	yjjI	yes
b4381	deoC	no
b4382	deoA	no
b4383	deoB	no
b4384	deoD	no
b4385	yjjJ	yes
b4386	lplA	no
b4387	ytjB	yes
b4388	serB	no
b4389	radA	no
b4390	nadR	no
b4391	ettA	no
b4392	slt	no
b4393	trpR	no
b4394	yjjX	no
b4395	ytjC, gpmB	yes
b4396	rob	no
b4397	creA	yes
b4398	creB	no
b4399	creC	no
b4400	creD	yes
b4401	arcA	no
b4402	yjjY	yes
b4403	yjtD, lasT	yes
b4406	yaeP	yes
b4407	thiS	no
b4408	csrB	no
b4409	blr	no
b4410	ecnA	no
b4411	ecnB	no
b4412	hokC	no
b4413	sokC	yes
b4414	tff	yes
b4415	hokE	yes
b4416	rybA	yes
b4417	rybB	no
b4418	sraB, psrD	yes
b4419	ldrA	yes
b4420	rdlA	yes
b4421	ldrB	yes
b4422	rdlB	yes
b4423	ldrC	yes
b4424	rdlC	yes
b4425	rttR	yes
b4426	mcaS	no
b4427	micC	no
b4428	hokB	no
b4429	sokB	yes
b4430	rydB	no
b4431	rprA	no
b4432	ryeA	yes
b4433	sdsR	no
b4434	isrB	yes
b4435	isrC	yes
b4436	sibA	yes
b4437	sibB	yes
b4438	cyaR	yes
b4439	micF	no
b4440	ryfA	yes
b4441	glmY	no
b4442	micA	no
b4443	gcvB	no
b4444	omrA	no
b4445	omrB	no
b4446	sibC	yes
b4447	sibD	yes
b4448	sraF	excluded
b4449	sraG, psrO	yes
b4450	arcZ	no
b4451	ryhB	no
b4452	gadY	no
b4453	ldrD	no
b4454	rdlD	no
b4455	hokA	yes
b4456	glmZ	no
b4457	csrC	no
b4458	oxyS	no
b4459	ryjA	yes
b4460	araH	no
b4461	yfjD	yes
b4462	ygaQ, ygaQ'	excluded
b4463	ygcU	yes
b4464	ghxQ	no
b4465	yggP	yes
b4466	yghJ, sslE	yes
b4467	glcF	yes
b4468	glcE	yes
b4469	ygiQ	yes
b4470	cyuA, yhaM	yes
b4471	tdcG	no
b4472	yhdP	yes
b4473	smf	yes
b4474	frlC	no
b4475	rtcA	no
b4476	gntU	no
b4477	dgoA	no
b4478	dgoD	no
b4479	dgoR	yes
b4480	hdfR	no
b4481	rffT, wecF	no
b4482	yigE	yes
b4483	tatD	no
b4484	cpxP	no
b4485	ytfR	yes
b4486	yjiV, yjiV'	excluded
b4487	yjdP	yes
b4488	ilvG, ilvG'	excluded
b4489	oriC	no
b4490	efeU, efeU'	excluded
b4491	ycgH, ycgH'	excluded
b4492	ydbA, ydbA'	excluded
b4493	gapC, gapC'	excluded
b4494	arpB, arpB'	excluded
b4495	yedN, yedN'	excluded
b4496	yedS, yedS'	excluded
b4497	yeeL, yeeL'	excluded
b4498	gatR, gatR'	excluded
b4499	yehH, yehH', yehF	excluded
b4500	yfaS, yfaS'	excluded
b4501	torI	no
b4502	yeiW	yes
b4503	yafF, yafF'	excluded
b4504	ykfH	yes
b4505	insX, insX', ykgN	no
b4506	ykgO	yes
b4508	peaD, peaD'	excluded
b4509	ylcG	yes
b4510	rzoD	yes
b4511	ybdZ	no
b4512	ybdD	yes
b4513	kdpF	no
b4514	ybfQ, ybfQ'	excluded
b4515	cydX	no
b4516	insA-4, insA4, insA	no
b4517	gnsA	yes
b4518	ymdF	yes
b4519	icdC, icdC'	excluded
b4520	ymgF	yes
b4521	ycgI, ycgI'	excluded
b4522	ymiA	yes
b4523	yciX	yes
b4524	ymjB, ycjV', ycjV	excluded
b4525	ymjC, ymjC'	excluded
b4526	ydaE	yes
b4527	ydaF	yes
b4528	rzoR	yes
b4529	ydbJ	yes
b4532	hicA	no
b4533	ynfO	yes
b4534	ynfP	yes
b4535	yniD	yes
b4536	yobH	yes
b4537	yecJ	yes
b4538	yoeF, yoeF'	excluded
b4539	yoeB	no
b4541	yehK	yes
b4542	yohO	yes
b4543	ypaA, ypaA'	excluded
b4544	arnE	no
b4545	ypdJ, ypdJ'	excluded
b4546	ypeB	yes
b4547	ypfN	yes
b4548	ypjJ	yes
b4550	arfA	no
b4551	yheV	yes
b4552	yrhC, yrhC'	excluded
b4553	ysaB	yes
b4554	yibT	yes
b4555	yicS	yes
b4556	ysdC, glvG', glvG	excluded
b4557	yidD	yes
b4558	yifL	yes
b4559	ghoT	no
b4561	insM, insM'	no
b4565	sgcB	yes
b4566	topAI, yjhX	no
b4567	yjjZ	yes
b4568	ytjA	yes
b4569	yhcE, yhcE'	excluded
b4570	lomR, lomR'	excluded
b4571	wbbL, wbbL'	excluded
b4572	ylbE	yes
b4573	insZ, insZ', ychG	no
b4575	yjgX	excluded
b4576	insB-7, insB6', insB1	no
b4577	sgrS	no
b4578	yncK, insP', insP	excluded
b4579	yaiX, yaiX'	excluded
b4580	yaiT, yaiT'	excluded
b4581	ybeM, ybeM', ybeH	excluded
b4582	yoeA, yoeA'	excluded
b4583	phnE	excluded
b4584	rpnD	excluded
b4585	chiX	no
b4586	ykfM	yes
b4587	insN, insN'	no
b4588	ylcH	yes
b4589	ylcI	yes
b4590	ybfK	yes
b4591	ybhU	excluded
b4592	appX, cbdX	yes
b4593	ymgI	yes
b4594	ymgJ	yes
b4595	yciY	yes
b4596	yciZ	yes
b4597	rydC	no
b4598	yncL	yes
b4599	mgtS, yneM	tbd
b4600	ydfJ', ydfJ	excluded
b4601	ydgU	yes
b4602	ynhF	yes
b4603	rseX	no
b4604	yojO	yes
b4605	ypaB	yes
b4606	ypfM	yes
b4607	ryfB	excluded
b4608	ohsC	no
b4609	ryfD	yes
b4610	ygdT	yes
b4611	sibE	yes
b4612	yrhD	yes
b4613	dinQ	yes
b4614	sokA, sokA'	excluded
b4615	yibV, yibV'	excluded
b4616	istR	no
b4617	tisA	excluded
b4618	tisB	no
b4620	yjbT	yes
b4621	yjbS	yes
b4622	ytcA	yes
b4623	insO, insO'	no
b4624	ryjB	yes
b4625	symR	no
b4626	ykfN, ykfN'	excluded
b4627	ykfL, ykfL'	excluded
b4628	ykfK, ykfK'	excluded
b4629	ptwF'	excluded
b4630	ykgP, ykgP'	excluded
b4631	ykgQ, ykgQ'	excluded
b4632	ylbI, ylbI'	excluded
b4633	xisD, xisD'	excluded
b4634	aaaD, aaaD'	excluded
b4635	pauD'	excluded
b4636	ybfI, ybfI'	excluded
b4637	uof	no
b4638	ttcC, ttcC'	excluded
b4639	yeeH, yeeH'	excluded
b4640	yoeG, yoeG'	excluded
b4641	yoeH, yoeH'	excluded
b4642	yoeD, yoeD'	excluded
b4643	pawZ, pawZ'	excluded
b4644	ypjI, ypjI'	excluded
b4645	psaA, psaA'	excluded
b4646	yrdE, yrdE'	excluded
b4647	mokA, mokA'	excluded
b4648	ysaC, ysaC'	excluded
b4649	ysaD, ysaD'	excluded
b4650	yibS, yibS'	excluded
b4651	yibW, yibW'	excluded
b4652	yibU, yibU'	excluded
b4653	yicT, yicT'	excluded
b4654	yjdQ, yjdQ'	excluded
b4655	ythA	yes
b4656	yjhY, yjhY'	excluded
b4657	yjhZ, yjhZ'	excluded
b4658	yghX, yghX'	excluded
b4659	yabP', yabP	excluded
b4660	yhiL, yhiL'	excluded
b4661	yfcU, yfcU'	excluded
b4662	sgrT	yes
b4663	azuC	yes
b4664	ibsD	yes
b4665	ibsC	no
b4666	ibsE	yes
b4667	ibsA	yes
b4668	ibsB	yes
b4669	ilvX	yes
b4670	yjeV	yes
b4671	ykgR	yes
b4672	ymiB	yes
b4673	ymjD, ymjD'	excluded
b4674	ynbG	yes
b4675	yoaJ	yes
b4676	yoaK	yes
b4677	yobI	yes
b4678	yoeI	yes
b4679	yohP	yes
b4680	ypdK	yes
b4682	yqcG	yes
b4683	yqeL	yes
b4684	yqfG	yes
b4685	yrbN	yes
b4686	yshB	yes
b4687	shoB	yes
b4688	ykgS, ykgS'	excluded
b4689	rzoQ	yes
b4690	eyeA	yes
b4691	sroH	yes
b4692	oweE, oweE'	excluded
b4693	aaaE, aaaE'	excluded
b4694	yagP', yagP	excluded
b4695	ykgT', ykgT	excluded
b4696	yneO, yneO'	excluded
b4697	yrdF, yrdF'	excluded
b4698	mgrR	yes
b4699	fnrS	no
b4700	sokE	yes
b4701	sokX	yes
b4702	mgtL	no
b4703	pmrR	yes
b4704	arrS	yes
b4705	mntS	yes
b4706	iroK	yes
b4707	esrE	yes
b4708	insI2, insI2', insI1	no
b4709	insA9	no
b4710	insB9	no
b4711	insH21	no
b4712	agrA	no
b4713	agrB	no
b4714	ralA	no
b4715	ytiA	yes
b4716	cpxQ	no
b4717	micL	no
b4718	gadF	no
b4719	sdsN	no
b4720	ytiC	yes
b4721	ytiD	yes
b4722	idlP	yes
b4723	ymcF	yes
b4724	ynfQ	yes
b4725	rseD	yes
b4726	yabR	yes
b4727	yacM	yes
b4728	yadW	yes
b4729	ykgV	yes
b4730	yahV	yes
b4731	ykiC	yes
b4732	ykiD	yes
b4733	ylcJ	yes
b4734	yldA	yes
b4735	ybgU	yes
b4736	yliM	yes
b4737	ymdG	yes
b4738	ymgK	yes
b4739	ymgL	yes
b4740	ymgM	yes
b4741	ymiC	yes
b4742	ymjE	yes
b4743	ynaL	yes
b4744	ynaM	yes
b4745	yncO	yes
b4746	yddY	yes
b4747	yneP	yes
b4748	ynfT	yes
b4749	ynfR	yes
b4750	ynfS	yes
b4751	yoaL	yes
b4752	yecU	yes
b4753	yqfH	yes
b4754	yqfI	yes
b4755	yqhI	yes
b4756	yqiD	yes
b4757	ysdD	yes
