Gene	Module	kME
b1841	UNCLASSIFIED	NA
b1842	UNCLASSIFIED	NA
b1843	UNCLASSIFIED	NA
b1844	UNCLASSIFIED	NA
b1845	P3_I4_M1	0.92
b1846	UNCLASSIFIED	NA
b1847	P3_I4_M1	0.83
b1848	UNCLASSIFIED	NA
b1849	P2_I5_M10	0.92
b1850	UNCLASSIFIED	NA
b1851	UNCLASSIFIED	NA
b1852	UNCLASSIFIED	NA
b1853	P3_I4_M2	0.8
b1854	UNCLASSIFIED	NA
b1855	UNCLASSIFIED	NA
b1856	UNCLASSIFIED	NA
b1857	UNCLASSIFIED	NA
b1858	UNCLASSIFIED	NA
b1859	UNCLASSIFIED	NA
b1860	UNCLASSIFIED	NA
b1861	UNCLASSIFIED	NA
b1863	UNCLASSIFIED	NA
b1864	UNCLASSIFIED	NA
b1865	UNCLASSIFIED	NA
b1866	UNCLASSIFIED	NA
b1867	UNCLASSIFIED	NA
b1868	UNCLASSIFIED	NA
b1869	UNCLASSIFIED	NA
b1870	UNCLASSIFIED	NA
b1871	UNCLASSIFIED	NA
b1872	UNCLASSIFIED	NA
b1873	UNCLASSIFIED	NA
b1874	UNCLASSIFIED	NA
b1875	UNCLASSIFIED	NA
b1876	P2_I5_M3	0.93
b1877	UNCLASSIFIED	NA
b1878	P1_I7_M4	0.93
b1879	P1_I7_M4	0.95
b1880	P1_I7_M4	0.97
b1881	P1_I7_M4	0.95
b1882	P1_I7_M4	0.93
b1883	P1_I7_M4	0.95
b1884	P1_I7_M4	0.96
b1885	P1_I7_M4	0.98
b1886	P1_I7_M4	0.98
b1887	P1_I7_M4	0.97
b1888	P1_I7_M4	0.98
b1889	P1_I7_M4	0.98
b1890	P1_I7_M4	0.97
b1891	UNCLASSIFIED	NA
b1892	UNCLASSIFIED	NA
b1893	UNCLASSIFIED	NA
b1894	UNCLASSIFIED	NA
b1895	UNCLASSIFIED	NA
b1896	P3_I4_M1	0.95
b1897	P1_I7_M1	0.94
b1900	P2_I5_M1	0.89
b1901	P2_I5_M1	0.88
b1902	UNCLASSIFIED	NA
b1904	P1_I7_M4	0.95
b1905	UNCLASSIFIED	NA
b1906	P1_I7_M2	0.81
b1907	UNCLASSIFIED	NA
b1908	UNCLASSIFIED	NA
b1912	UNCLASSIFIED	NA
b1913	UNCLASSIFIED	NA
b1914	UNCLASSIFIED	NA
b1915	P2_I5_M17	0.86
b1916	UNCLASSIFIED	NA
b1917	UNCLASSIFIED	NA
b1918	UNCLASSIFIED	NA
b1919	UNCLASSIFIED	NA
b1920	UNCLASSIFIED	NA
b1921	P1_I7_M4	0.97
b1922	P1_I7_M4	0.97
b1923	P1_I7_M4	0.98
b1924	P1_I7_M4	0.99
b1925	P1_I7_M4	0.96
b1926	P1_I7_M4	0.95
b1927	P3_I4_M1	0.89
b1928	UNCLASSIFIED	NA
b1929	P2_I5_M19	0.84
b1930	P4_I3_M3	0.82
b1931	P1_I7_M1	0.85
b1932	UNCLASSIFIED	NA
b1937	P1_I7_M4	0.92
b1938	P1_I7_M4	0.98
b1939	P1_I7_M4	0.98
b1940	P1_I7_M4	0.97
b1941	P1_I7_M4	0.97
b1942	P1_I7_M4	0.97
b1943	P1_I7_M4	0.96
b1944	P1_I7_M4	0.96
b1945	P1_I7_M4	0.98
b1946	P1_I7_M4	0.97
b1947	P1_I7_M4	0.91
b1948	P1_I7_M4	0.96
b1949	P1_I7_M4	0.86
b1950	P1_I7_M4	0.91
b1951	UNCLASSIFIED	NA
b1952	P3_I4_M5	0.82
b1953	P2_I5_M7	0.89
b1955	P1_I7_M1	0.96
b1956	P7_I1_M2	0.86
b1957	P5_I3_M3	0.81
b1958	P5_I3_M4	0.84
b1959	UNCLASSIFIED	NA
b1960	UNCLASSIFIED	NA
b1961	UNCLASSIFIED	NA
b1962	P5_I3_M5	0.8
b1963	P5_I3_M5	0.91
b1967	P1_I7_M1	0.89
b1968	UNCLASSIFIED	NA
b1969	UNCLASSIFIED	NA
b1970	UNCLASSIFIED	NA
b1971	P5_I3_M4	0.88
b1972	UNCLASSIFIED	NA
b1973	UNCLASSIFIED	NA
b1974	UNCLASSIFIED	NA
b1976	P3_I4_M2	0.84
b1978	P2_I5_M6	0.82
b1981	UNCLASSIFIED	NA
b1982	UNCLASSIFIED	NA
b1983	UNCLASSIFIED	NA
b1985	UNCLASSIFIED	NA
b1987	UNCLASSIFIED	NA
b1988	UNCLASSIFIED	NA
b1990	P1_I7_M1	0.89
b1991	UNCLASSIFIED	NA
b1992	UNCLASSIFIED	NA
b1993	UNCLASSIFIED	NA
b1994	P2_I5_M19	0.96
b1996	P2_I5_M4	0.87
b1997	P2_I5_M6	0.86
b1999	UNCLASSIFIED	NA
b2000	UNCLASSIFIED	NA
b2001	UNCLASSIFIED	NA
b2002	UNCLASSIFIED	NA
b2007	UNCLASSIFIED	NA
b2008	UNCLASSIFIED	NA
b2009	UNCLASSIFIED	NA
b2010	UNCLASSIFIED	NA
b2011	UNCLASSIFIED	NA
b2012	UNCLASSIFIED	NA
b2013	P1_I7_M9	0.9
b2014	P1_I7_M7	0.9
b2015	P2_I5_M6	0.83
b2016	P4_I3_M2	0.87
b2017	UNCLASSIFIED	NA
b2019	UNCLASSIFIED	NA
b2020	UNCLASSIFIED	NA
b2021	UNCLASSIFIED	NA
b2022	UNCLASSIFIED	NA
b2023	UNCLASSIFIED	NA
b2024	UNCLASSIFIED	NA
b2025	UNCLASSIFIED	NA
b2026	UNCLASSIFIED	NA
b2027	P2_I5_M8	0.84
b2028	UNCLASSIFIED	NA
b2029	UNCLASSIFIED	NA
b2030	P2_I5_M19	0.99
b2032	P2_I5_M15	0.96
b2033	P2_I5_M15	0.81
b2034	P2_I5_M15	0.94
b2035	P2_I5_M15	0.92
b2036	P2_I5_M15	0.82
b2037	P2_I5_M15	0.96
b2038	P2_I5_M15	0.88
b2039	UNCLASSIFIED	NA
b2040	P1_I7_M7	0.8
b2041	P2_I5_M8	0.8
b2042	UNCLASSIFIED	NA
b2043	UNCLASSIFIED	NA
b2044	P2_I5_M5	0.84
b2045	P2_I5_M5	0.91
b2046	P2_I5_M5	0.9
b2047	P2_I5_M5	0.93
b2048	P2_I5_M5	0.9
b2049	P2_I5_M5	0.92
b2050	P2_I5_M5	0.92
b2051	P2_I5_M5	0.9
b2052	P2_I5_M5	0.96
b2053	P2_I5_M5	0.96
b2054	P2_I5_M5	0.87
b2055	P2_I5_M5	0.92
b2056	P2_I5_M5	0.9
b2057	P2_I5_M5	0.92
b2058	P2_I5_M5	0.85
b2059	P2_I5_M5	0.94
b2060	P2_I5_M5	0.97
b2061	P2_I5_M5	0.9
b2062	P2_I5_M5	0.95
b2063	UNCLASSIFIED	NA
b2064	UNCLASSIFIED	NA
b2065	UNCLASSIFIED	NA
b2066	UNCLASSIFIED	NA
b2067	UNCLASSIFIED	NA
b2068	P2_I5_M6	0.84
b2069	UNCLASSIFIED	NA
b2070	UNCLASSIFIED	NA
b2074	P2_I5_M4	0.85
b2075	UNCLASSIFIED	NA
b2076	UNCLASSIFIED	NA
b2077	UNCLASSIFIED	NA
b2078	UNCLASSIFIED	NA
b2079	P4_I3_M2	0.86
b2080	P1_I7_M1	0.88
b2081	UNCLASSIFIED	NA
b2082	UNCLASSIFIED	NA
b2085	P2_I5_M16	0.9
b2086	P1_I7_M1	0.95
b2091	P1_I7_M10	0.99
b2092_1	P1_I7_M10	0.98
b2092_2	P1_I7_M10	0.97
b2093	P1_I7_M10	0.98
b2094	P1_I7_M10	0.98
b2095	P1_I7_M10	0.97
b2096	P1_I7_M10	0.95
b2097	P1_I7_M1	0.93
b2098	UNCLASSIFIED	NA
b2099	UNCLASSIFIED	NA
b2100	UNCLASSIFIED	NA
b2101	UNCLASSIFIED	NA
b2102	UNCLASSIFIED	NA
b2103	UNCLASSIFIED	NA
b2104	UNCLASSIFIED	NA
b2105	UNCLASSIFIED	NA
b2106	UNCLASSIFIED	NA
b2107	UNCLASSIFIED	NA
b2109	UNCLASSIFIED	NA
b2111	P1_I7_M2	0.87
b2112	P5_I3_M3	0.82
b2113	UNCLASSIFIED	NA
b2114	UNCLASSIFIED	NA
b2118	UNCLASSIFIED	NA
b2119	UNCLASSIFIED	NA
b2120	UNCLASSIFIED	NA
b2121	UNCLASSIFIED	NA
b2122	UNCLASSIFIED	NA
b2124	UNCLASSIFIED	NA
b2125	UNCLASSIFIED	NA
b2126	P3_I4_M2	0.82
b2127	P1_I7_M1	0.92
b2128	P3_I4_M1	0.89
b2129	P1_I7_M1	0.93
b2130	P3_I4_M1	0.94
b2131	P1_I7_M1	0.97
b2132	UNCLASSIFIED	NA
b2133	UNCLASSIFIED	NA
b2134	UNCLASSIFIED	NA
b2135	P1_I7_M1	0.88
b2136	P2_I5_M6	0.86
b2137	P1_I7_M1	0.96
b2139_2	UNCLASSIFIED	NA
b2140	P2_I5_M3	0.82
b2141	UNCLASSIFIED	NA
b2142	P2_I5_M6	0.85
b2143	UNCLASSIFIED	NA
b2144	UNCLASSIFIED	NA
b2145	UNCLASSIFIED	NA
b2146	P3_I4_M2	0.87
b2147	P3_I4_M2	0.84
b2148	P2_I5_M12	0.89
b2149	P2_I5_M12	0.91
b2150	P2_I5_M12	0.9
b2151	P1_I7_M5	0.88
b2152	UNCLASSIFIED	NA
b2153	UNCLASSIFIED	NA
b2154	UNCLASSIFIED	NA
b2155	P1_I7_M6	0.94
b2156	UNCLASSIFIED	NA
b2157	UNCLASSIFIED	NA
b2158	UNCLASSIFIED	NA
b2159	P5_I3_M4	0.82
b2160	UNCLASSIFIED	NA
b2161	UNCLASSIFIED	NA
b2162	UNCLASSIFIED	NA
b2163	UNCLASSIFIED	NA
b2164	UNCLASSIFIED	NA
b2165	P1_I7_M5	0.8
b2166	P1_I7_M5	0.8
b2167	UNCLASSIFIED	NA
b2168	UNCLASSIFIED	NA
b2169	UNCLASSIFIED	NA
b2170	UNCLASSIFIED	NA
b2171	P1_I7_M7	0.8
b2172	UNCLASSIFIED	NA
b2173	UNCLASSIFIED	NA
b2174	UNCLASSIFIED	NA
b2175	UNCLASSIFIED	NA
b2176	UNCLASSIFIED	NA
b2177	UNCLASSIFIED	NA
b2178	UNCLASSIFIED	NA
b2179	UNCLASSIFIED	NA
b2180	UNCLASSIFIED	NA
b2181	P3_I4_M4	0.81
b2182	UNCLASSIFIED	NA
b2183	UNCLASSIFIED	NA
b2184	UNCLASSIFIED	NA
b2185	UNCLASSIFIED	NA
b2186	P2_I5_M3	0.89
b2187	P6_I1_M3	0.89
b2188	UNCLASSIFIED	NA
b2190_2	UNCLASSIFIED	NA
b2192	P2_I5_M19	0.98
b2193	UNCLASSIFIED	NA
b2194	UNCLASSIFIED	NA
b2195	UNCLASSIFIED	NA
b2196	UNCLASSIFIED	NA
b2197	UNCLASSIFIED	NA
b2199	UNCLASSIFIED	NA
b2200	UNCLASSIFIED	NA
b2201	P1_I7_M2	0.82
b2202	P1_I7_M2	0.86
b2203	UNCLASSIFIED	NA
b2204	UNCLASSIFIED	NA
b2205	UNCLASSIFIED	NA
b2206	UNCLASSIFIED	NA
b2207	UNCLASSIFIED	NA
b2208	UNCLASSIFIED	NA
b2209	UNCLASSIFIED	NA
b2210	UNCLASSIFIED	NA
b2211	UNCLASSIFIED	NA
b2212	P1_I7_M1	0.8
b2213	P1_I7_M1	0.89
b2214	UNCLASSIFIED	NA
b2215	UNCLASSIFIED	NA
b2216	UNCLASSIFIED	NA
b2217	UNCLASSIFIED	NA
b2218	UNCLASSIFIED	NA
b2219	P3_I4_M2	0.86
b2220	UNCLASSIFIED	NA
b2223	UNCLASSIFIED	NA
b2224	UNCLASSIFIED	NA
b2225	UNCLASSIFIED	NA
b2226	UNCLASSIFIED	NA
b2230	UNCLASSIFIED	NA
b2231	UNCLASSIFIED	NA
b2232	UNCLASSIFIED	NA
b2233	P2_I5_M6	0.81
b2234	UNCLASSIFIED	NA
b2235	UNCLASSIFIED	NA
b2236	UNCLASSIFIED	NA
b2237	UNCLASSIFIED	NA
b2239	UNCLASSIFIED	NA
b2240	UNCLASSIFIED	NA
b2241	UNCLASSIFIED	NA
b2242	UNCLASSIFIED	NA
b2243	UNCLASSIFIED	NA
b2244	P1_I7_M3	0.82
b2245	UNCLASSIFIED	NA
b2246	UNCLASSIFIED	NA
b2247	P1_I7_M5	0.88
b2248	UNCLASSIFIED	NA
b2249	UNCLASSIFIED	NA
b2250	UNCLASSIFIED	NA
b2251	UNCLASSIFIED	NA
b2253	P5_I3_M1	0.86
b2254	P5_I3_M1	0.86
b2255	P5_I3_M1	0.83
b2256	P5_I3_M1	0.81
b2257	UNCLASSIFIED	NA
b2259	UNCLASSIFIED	NA
b2260	UNCLASSIFIED	NA
b2261	UNCLASSIFIED	NA
b2262	UNCLASSIFIED	NA
b2263	UNCLASSIFIED	NA
b2264	UNCLASSIFIED	NA
b2265	UNCLASSIFIED	NA
b2266	P2_I5_M7	0.9
b2267	UNCLASSIFIED	NA
b2268	UNCLASSIFIED	NA
b2269	UNCLASSIFIED	NA
b2270	UNCLASSIFIED	NA
b2272	UNCLASSIFIED	NA
b2274	UNCLASSIFIED	NA
b2275	UNCLASSIFIED	NA
b2276	P2_I5_M13	0.92
b2277	P2_I5_M13	0.93
b2278	P2_I5_M13	0.92
b2279	P4_I3_M3	0.81
b2280	UNCLASSIFIED	NA
b2281	P2_I5_M13	0.85
b2282	P2_I5_M13	0.95
b2283	P2_I5_M13	0.9
b2284	P2_I5_M13	0.85
b2285	UNCLASSIFIED	NA
b2286	P2_I5_M13	0.86
b2287	UNCLASSIFIED	NA
b2288	UNCLASSIFIED	NA
b2289	UNCLASSIFIED	NA
b2290	UNCLASSIFIED	NA
b2291	UNCLASSIFIED	NA
b2292	P1_I7_M2	0.89
b2293	UNCLASSIFIED	NA
b2294	UNCLASSIFIED	NA
b2295	UNCLASSIFIED	NA
b2296	UNCLASSIFIED	NA
b2297	UNCLASSIFIED	NA
b2298	P1_I7_M2	0.92
b2299	UNCLASSIFIED	NA
b2300	UNCLASSIFIED	NA
b2301	P1_I7_M1	0.86
b2302	P1_I7_M1	0.95
b2303	UNCLASSIFIED	NA
b2304	UNCLASSIFIED	NA
b2305	UNCLASSIFIED	NA
b2306	UNCLASSIFIED	NA
b2307	UNCLASSIFIED	NA
b2308	UNCLASSIFIED	NA
b2309	UNCLASSIFIED	NA
b2310	P2_I5_M11	0.86
b2311	UNCLASSIFIED	NA
b2312	P2_I5_M10	0.97
b2313	P2_I5_M8	0.83
b2314	UNCLASSIFIED	NA
b2315	P2_I5_M3	0.8
b2316	UNCLASSIFIED	NA
b2317	UNCLASSIFIED	NA
b2318	UNCLASSIFIED	NA
b2319	UNCLASSIFIED	NA
b2320	UNCLASSIFIED	NA
b2321	UNCLASSIFIED	NA
b2322	UNCLASSIFIED	NA
b2323	UNCLASSIFIED	NA
b2324	UNCLASSIFIED	NA
b2325	P5_I3_M2	0.8
b2326	P5_I3_M6	0.81
b2327	P2_I5_M8	0.86
b2328	UNCLASSIFIED	NA
b2329	UNCLASSIFIED	NA
b2330	UNCLASSIFIED	NA
b2331	UNCLASSIFIED	NA
b2332	UNCLASSIFIED	NA
b2340	UNCLASSIFIED	NA
b2341	P2_I5_M11	0.88
b2342	P2_I5_M11	0.89
b2343	UNCLASSIFIED	NA
b2344	P2_I5_M12	0.82
b2345	UNCLASSIFIED	NA
b2346	UNCLASSIFIED	NA
b2347	P1_I7_M1	0.96
b2349	UNCLASSIFIED	NA
b2350	UNCLASSIFIED	NA
b2351	P2_I5_M8	0.82
b2352	UNCLASSIFIED	NA
b2354	UNCLASSIFIED	NA
b2360	UNCLASSIFIED	NA
b2364	UNCLASSIFIED	NA
b2365	UNCLASSIFIED	NA
b2366	UNCLASSIFIED	NA
b2367	P2_I5_M16	0.87
b2368	P2_I5_M16	0.91
b2369	UNCLASSIFIED	NA
b2370	UNCLASSIFIED	NA
b2371	P2_I5_M16	0.91
b2372	P2_I5_M16	0.95
b2373	P2_I5_M16	0.96
b2374	P2_I5_M16	0.96
b2375	P2_I5_M16	0.95
b2376	P2_I5_M16	0.83
b2377	P3_I4_M5	0.86
b2378	UNCLASSIFIED	NA
b2379	UNCLASSIFIED	NA
b2380	UNCLASSIFIED	NA
b2381	P2_I5_M6	0.87
b2382	UNCLASSIFIED	NA
b2383	UNCLASSIFIED	NA
b2384	UNCLASSIFIED	NA
b2385	UNCLASSIFIED	NA
b2386	UNCLASSIFIED	NA
b2388	UNCLASSIFIED	NA
b2389	P2_I5_M6	0.81
b2390	UNCLASSIFIED	NA
b2392	P7_I1_M1	0.87
b2393	UNCLASSIFIED	NA
b2394	UNCLASSIFIED	NA
b2395	UNCLASSIFIED	NA
b2398	P4_I3_M3	0.87
b2399	P4_I3_M3	0.87
b2400	P2_I5_M3	0.83
b2405	UNCLASSIFIED	NA
b2406	UNCLASSIFIED	NA
b2408	UNCLASSIFIED	NA
b2409	UNCLASSIFIED	NA
b2410	UNCLASSIFIED	NA
b2411	UNCLASSIFIED	NA
b2412	P2_I5_M4	0.83
b2413	UNCLASSIFIED	NA
b2414	P1_I7_M9	0.9
b2415	P1_I7_M3	0.85
b2416	UNCLASSIFIED	NA
b2417	UNCLASSIFIED	NA
b2418	UNCLASSIFIED	NA
b2419	UNCLASSIFIED	NA
b2420	UNCLASSIFIED	NA
b2421	P1_I7_M9	0.88
b2422	P1_I7_M9	0.92
b2423	P1_I7_M9	0.96
b2424	P1_I7_M9	0.97
b2425	P1_I7_M9	0.96
b2426	P3_I4_M2	0.86
b2427	UNCLASSIFIED	NA
b2428	UNCLASSIFIED	NA
b2429	P4_I3_M4	0.81
b2430	P4_I3_M4	0.84
b2431	UNCLASSIFIED	NA
b2432	UNCLASSIFIED	NA
b2433	UNCLASSIFIED	NA
b2434	UNCLASSIFIED	NA
b2435	UNCLASSIFIED	NA
b2436	UNCLASSIFIED	NA
b2437	UNCLASSIFIED	NA
b2438	UNCLASSIFIED	NA
b2439	UNCLASSIFIED	NA
b2440	UNCLASSIFIED	NA
b2441	UNCLASSIFIED	NA
b2442	UNCLASSIFIED	NA
b2443	UNCLASSIFIED	NA
b2446	UNCLASSIFIED	NA
b2447	UNCLASSIFIED	NA
b2449	P3_I4_M5	0.81
b2450	UNCLASSIFIED	NA
b2451	P7_I1_M2	0.84
b2452	P7_I1_M2	0.82
b2453	UNCLASSIFIED	NA
b2455	UNCLASSIFIED	NA
b2458	UNCLASSIFIED	NA
b2463	P2_I5_M11	0.89
b2464	P1_I7_M1	0.95
b2465	P3_I4_M1	0.95
b2466	UNCLASSIFIED	NA
b2467	UNCLASSIFIED	NA
b2468	P1_I7_M2	0.83
b2469	P1_I7_M2	0.83
b2470	UNCLASSIFIED	NA
b2471	UNCLASSIFIED	NA
b2472	UNCLASSIFIED	NA
b2473	P2_I5_M6	0.82
b2474	P3_I4_M7	0.9
b2475	UNCLASSIFIED	NA
b2476	P2_I5_M10	0.93
b2477	UNCLASSIFIED	NA
b2478	UNCLASSIFIED	NA
b2479	UNCLASSIFIED	NA
b2480	UNCLASSIFIED	NA
b2482	UNCLASSIFIED	NA
b2484	UNCLASSIFIED	NA
b2486	UNCLASSIFIED	NA
b2487	P7_I1_M2	0.84
b2489	UNCLASSIFIED	NA
b2491	UNCLASSIFIED	NA
b2492	UNCLASSIFIED	NA
b2493	UNCLASSIFIED	NA
b2494	P2_I5_M4	0.82
b2495	UNCLASSIFIED	NA
b2496	UNCLASSIFIED	NA
b2497	UNCLASSIFIED	NA
b2498	UNCLASSIFIED	NA
b2499	P2_I5_M10	0.93
b2500	P2_I5_M10	0.93
b2501	UNCLASSIFIED	NA
b2502	UNCLASSIFIED	NA
b2503	P1_I7_M2	0.84
b2504	P6_I1_M3	0.89
b2506	UNCLASSIFIED	NA
b2507	UNCLASSIFIED	NA
b2508	UNCLASSIFIED	NA
b2509	UNCLASSIFIED	NA
b2510	P1_I7_M3	0.8
b2511	UNCLASSIFIED	NA
b2512	UNCLASSIFIED	NA
b2513	UNCLASSIFIED	NA
b2514	UNCLASSIFIED	NA
b2515	UNCLASSIFIED	NA
b2516	UNCLASSIFIED	NA
b2517	UNCLASSIFIED	NA
b2518	P2_I5_M12	0.83
b2519	UNCLASSIFIED	NA
b2520	UNCLASSIFIED	NA
b2521	UNCLASSIFIED	NA
b2522	UNCLASSIFIED	NA
b2523	UNCLASSIFIED	NA
b2524	P2_I5_M17	0.86
b2525	UNCLASSIFIED	NA
b2526	UNCLASSIFIED	NA
b2527	UNCLASSIFIED	NA
b2528	UNCLASSIFIED	NA
b2529	UNCLASSIFIED	NA
b2530	UNCLASSIFIED	NA
b2531	UNCLASSIFIED	NA
b2532	UNCLASSIFIED	NA
b2533	P1_I7_M7	0.91
b2535	P2_I5_M1	0.83
b2536	UNCLASSIFIED	NA
b2537	P2_I5_M11	0.92
b2538	UNCLASSIFIED	NA
b2539	UNCLASSIFIED	NA
b2540	UNCLASSIFIED	NA
b2541	UNCLASSIFIED	NA
b2542	UNCLASSIFIED	NA
b2543	P1_I7_M1	0.86
b2544	UNCLASSIFIED	NA
b2545	UNCLASSIFIED	NA
b2546	UNCLASSIFIED	NA
b2547	UNCLASSIFIED	NA
b2548	UNCLASSIFIED	NA
b2549	UNCLASSIFIED	NA
b2550	UNCLASSIFIED	NA
b2551	UNCLASSIFIED	NA
b2552	UNCLASSIFIED	NA
b2553	UNCLASSIFIED	NA
b2554	UNCLASSIFIED	NA
b2555	UNCLASSIFIED	NA
b2556	P2_I5_M6	0.84
b2557	P2_I5_M10	0.93
b2558	UNCLASSIFIED	NA
b2559	UNCLASSIFIED	NA
b2560	P2_I5_M6	0.83
b2561	UNCLASSIFIED	NA
b2562	UNCLASSIFIED	NA
b2563	UNCLASSIFIED	NA
b2564	UNCLASSIFIED	NA
b2565	UNCLASSIFIED	NA
b2566	UNCLASSIFIED	NA
b2567	UNCLASSIFIED	NA
b2568	UNCLASSIFIED	NA
b2569	UNCLASSIFIED	NA
b2570	UNCLASSIFIED	NA
b2571	UNCLASSIFIED	NA
b2572	P1_I7_M1	0.81
b2573	UNCLASSIFIED	NA
b2574	UNCLASSIFIED	NA
b2575	P5_I3_M6	0.81
b2576	UNCLASSIFIED	NA
b2577	UNCLASSIFIED	NA
b2578	UNCLASSIFIED	NA
b2579	UNCLASSIFIED	NA
b2580	UNCLASSIFIED	NA
b2581	UNCLASSIFIED	NA
b2582	UNCLASSIFIED	NA
b2583	UNCLASSIFIED	NA
b2584	P2_I5_M1	0.88
b2585	UNCLASSIFIED	NA
b2586	UNCLASSIFIED	NA
b2587	P3_I4_M4	0.85
b2592	UNCLASSIFIED	NA
b2593	UNCLASSIFIED	NA
b2594	UNCLASSIFIED	NA
b2595	UNCLASSIFIED	NA
b2597	UNCLASSIFIED	NA
b2599	UNCLASSIFIED	NA
b2600	UNCLASSIFIED	NA
b2601	UNCLASSIFIED	NA
b2602	P2_I5_M7	0.86
b2603	UNCLASSIFIED	NA
b2604	UNCLASSIFIED	NA
b2605	UNCLASSIFIED	NA
b2606	P5_I3_M2	0.9
b2607	P1_I7_M8	0.88
b2608	P1_I7_M8	0.82
b2609	P5_I3_M2	0.83
b2610	UNCLASSIFIED	NA
b2611	UNCLASSIFIED	NA
b2614	UNCLASSIFIED	NA
b2615	P4_I3_M2	0.87
b2616	UNCLASSIFIED	NA
b2617	UNCLASSIFIED	NA
b2618	UNCLASSIFIED	NA
b2619	UNCLASSIFIED	NA
b2620	UNCLASSIFIED	NA
b2622	UNCLASSIFIED	NA
b2623	UNCLASSIFIED	NA
b2625	UNCLASSIFIED	NA
b2627	UNCLASSIFIED	NA
b2628	UNCLASSIFIED	NA
b2630	UNCLASSIFIED	NA
b2631	UNCLASSIFIED	NA
b2632	P7_I1_M2	0.85
b2633	UNCLASSIFIED	NA
b2634	UNCLASSIFIED	NA
b2641_2	UNCLASSIFIED	NA
b2642	UNCLASSIFIED	NA
b2647	P1_I7_M1	0.89
b2650	UNCLASSIFIED	NA
b2659	P2_I5_M2	0.94
b2660	P2_I5_M2	0.93
b2661	P2_I5_M2	0.92
b2662	P2_I5_M2	0.91
b2663	P2_I5_M2	0.91
b2664	UNCLASSIFIED	NA
b2665	P1_I7_M1	0.94
b2666	UNCLASSIFIED	NA
b2667	UNCLASSIFIED	NA
b2668	UNCLASSIFIED	NA
b2669	UNCLASSIFIED	NA
b2670	UNCLASSIFIED	NA
b2671	UNCLASSIFIED	NA
b2672	P1_I7_M1	0.92
b2673	P1_I7_M6	0.88
b2674	P1_I7_M6	0.92
b2675	P1_I7_M6	0.92
b2676	P1_I7_M6	0.89
b2677	UNCLASSIFIED	NA
b2678	UNCLASSIFIED	NA
b2679	UNCLASSIFIED	NA
b2681_1	UNCLASSIFIED	NA
b2681_2	UNCLASSIFIED	NA
b2682	UNCLASSIFIED	NA
b2683	UNCLASSIFIED	NA
b2684	UNCLASSIFIED	NA
b2685	P1_I7_M7	0.8
b2686	UNCLASSIFIED	NA
b2687	UNCLASSIFIED	NA
b2688	UNCLASSIFIED	NA
b2689	UNCLASSIFIED	NA
b2690	UNCLASSIFIED	NA
b2696	P1_I7_M3	0.96
b2697	UNCLASSIFIED	NA
b2698	UNCLASSIFIED	NA
b2699	UNCLASSIFIED	NA
b2700	UNCLASSIFIED	NA
b2701	P3_I4_M1	0.84
b2702	UNCLASSIFIED	NA
b2703	UNCLASSIFIED	NA
b2704	UNCLASSIFIED	NA
b2705	UNCLASSIFIED	NA
b2706	UNCLASSIFIED	NA
b2707	UNCLASSIFIED	NA
b2708	UNCLASSIFIED	NA
b2709	UNCLASSIFIED	NA
b2710	P7_I1_M2	0.85
b2711	UNCLASSIFIED	NA
b2712	P1_I7_M2	0.82
b2713	UNCLASSIFIED	NA
b2714	UNCLASSIFIED	NA
b2715	UNCLASSIFIED	NA
b2716	UNCLASSIFIED	NA
b2717	UNCLASSIFIED	NA
b2718	UNCLASSIFIED	NA
b2719	UNCLASSIFIED	NA
b2720	UNCLASSIFIED	NA
b2721	UNCLASSIFIED	NA
b2722	UNCLASSIFIED	NA
b2723	UNCLASSIFIED	NA
b2724	UNCLASSIFIED	NA
b2725	UNCLASSIFIED	NA
b2726	UNCLASSIFIED	NA
b2727	P1_I7_M2	0.93
b2728	P1_I7_M2	0.84
b2729	P1_I7_M2	0.9
b2730	UNCLASSIFIED	NA
b2731	UNCLASSIFIED	NA
b2732	UNCLASSIFIED	NA
b2733	UNCLASSIFIED	NA
b2735	UNCLASSIFIED	NA
b2736	UNCLASSIFIED	NA
b2737	UNCLASSIFIED	NA
b2738	UNCLASSIFIED	NA
b2739	UNCLASSIFIED	NA
b2740	UNCLASSIFIED	NA
b2741	P5_I3_M4	0.84
b2742	UNCLASSIFIED	NA
b2743	UNCLASSIFIED	NA
b2744	UNCLASSIFIED	NA
b2745	UNCLASSIFIED	NA
b2746	UNCLASSIFIED	NA
b2747	UNCLASSIFIED	NA
b2748	UNCLASSIFIED	NA
b2749	UNCLASSIFIED	NA
b2750	P1_I7_M9	0.94
b2751	P1_I7_M9	0.97
b2752	P1_I7_M9	0.98
b2753	UNCLASSIFIED	NA
b2754	UNCLASSIFIED	NA
b2755	UNCLASSIFIED	NA
b2756	UNCLASSIFIED	NA
b2757	UNCLASSIFIED	NA
b2758	UNCLASSIFIED	NA
b2760	UNCLASSIFIED	NA
b2761	UNCLASSIFIED	NA
b2762	P1_I7_M9	0.95
b2763	P1_I7_M9	0.97
b2764	P1_I7_M9	0.98
b2765	P5_I3_M2	0.83
b2766	UNCLASSIFIED	NA
b2768	UNCLASSIFIED	NA
b2769	UNCLASSIFIED	NA
b2770	UNCLASSIFIED	NA
b2771	UNCLASSIFIED	NA
b2774	UNCLASSIFIED	NA
