Gene	Module	kME
b2498	UNCLASSIFIED	NA
b2499	P2_I5_M13	0.96
b2500	P2_I5_M13	0.92
b2501	UNCLASSIFIED	NA
b2502	UNCLASSIFIED	NA
b2503	P1_I7_M2	0.84
b2504	P1_I7_M3	0.84
b2505	UNCLASSIFIED	NA
b2506	UNCLASSIFIED	NA
b2507	UNCLASSIFIED	NA
b2508	UNCLASSIFIED	NA
b2509	P9_I3_M1	0.83
b2510	P1_I7_M3	0.82
b2511	P2_I5_M17	0.9
b2512	UNCLASSIFIED	NA
b2513	UNCLASSIFIED	NA
b2514	P5_I3_M3	0.87
b2515	UNCLASSIFIED	NA
b2516	UNCLASSIFIED	NA
b2517	P3_I4_M10	0.88
b2518	P1_I7_M7	0.83
b2519	UNCLASSIFIED	NA
b2520	UNCLASSIFIED	NA
b2521	UNCLASSIFIED	NA
b2522	UNCLASSIFIED	NA
b2523	UNCLASSIFIED	NA
b2524	P2_I5_M2	0.88
b2525	UNCLASSIFIED	NA
b2526	UNCLASSIFIED	NA
b2527	UNCLASSIFIED	NA
b2528	UNCLASSIFIED	NA
b2529	UNCLASSIFIED	NA
b2530	UNCLASSIFIED	NA
b2531	UNCLASSIFIED	NA
b2532	UNCLASSIFIED	NA
b2533	P1_I7_M9	0.88
b2534	UNCLASSIFIED	NA
b2535	UNCLASSIFIED	NA
b2536	UNCLASSIFIED	NA
b2537	P1_I7_M7	0.92
b2538	UNCLASSIFIED	NA
b2539	UNCLASSIFIED	NA
b2540	UNCLASSIFIED	NA
b2541	UNCLASSIFIED	NA
b2542	UNCLASSIFIED	NA
b2543	P1_I7_M1	0.89
b2544	UNCLASSIFIED	NA
b2545	UNCLASSIFIED	NA
b2546	UNCLASSIFIED	NA
b2547	UNCLASSIFIED	NA
b2548	UNCLASSIFIED	NA
b2549	UNCLASSIFIED	NA
b2550	UNCLASSIFIED	NA
b2551	UNCLASSIFIED	NA
b2552	UNCLASSIFIED	NA
b2553	UNCLASSIFIED	NA
b2554	UNCLASSIFIED	NA
b2555	UNCLASSIFIED	NA
b2556	UNCLASSIFIED	NA
b2557	P2_I5_M13	0.95
b2558	UNCLASSIFIED	NA
b2559	UNCLASSIFIED	NA
b2560	UNCLASSIFIED	NA
b2561	UNCLASSIFIED	NA
b2562	UNCLASSIFIED	NA
b2563	UNCLASSIFIED	NA
b2564	UNCLASSIFIED	NA
b2565	UNCLASSIFIED	NA
b2566	UNCLASSIFIED	NA
b2567	UNCLASSIFIED	NA
b2568	UNCLASSIFIED	NA
b2569	P2_I5_M7	0.9
b2570	UNCLASSIFIED	NA
b2571	UNCLASSIFIED	NA
b2572	UNCLASSIFIED	NA
b2573	UNCLASSIFIED	NA
b2574	P1_I7_M10	0.81
b2575	UNCLASSIFIED	NA
b2576	UNCLASSIFIED	NA
b2577	UNCLASSIFIED	NA
b2578	UNCLASSIFIED	NA
b2579	P5_I3_M4	0.88
b2580	UNCLASSIFIED	NA
b2581	UNCLASSIFIED	NA
b2582	UNCLASSIFIED	NA
b2583	UNCLASSIFIED	NA
b2584	P1_I7_M8	0.87
b2585	UNCLASSIFIED	NA
b2586	UNCLASSIFIED	NA
b2587	P3_I4_M8	0.89
b2592	UNCLASSIFIED	NA
b2593	UNCLASSIFIED	NA
b2594	P3_I4_M7	0.87
b2595	UNCLASSIFIED	NA
b2597	UNCLASSIFIED	NA
b2598	P2_I5_M8	0.91
b2599	UNCLASSIFIED	NA
b2600	UNCLASSIFIED	NA
b2601	UNCLASSIFIED	NA
b2602	P2_I5_M12	0.85
b2603	P3_I4_M1	0.84
b2604	UNCLASSIFIED	NA
b2605	UNCLASSIFIED	NA
b2606	P2_I5_M2	0.9
b2607	UNCLASSIFIED	NA
b2608	UNCLASSIFIED	NA
b2609	P2_I5_M2	0.86
b2610	UNCLASSIFIED	NA
b2611	UNCLASSIFIED	NA
b2614	UNCLASSIFIED	NA
b2615	UNCLASSIFIED	NA
b2616	UNCLASSIFIED	NA
b2617	UNCLASSIFIED	NA
b2618	UNCLASSIFIED	NA
b2619	UNCLASSIFIED	NA
b2620	UNCLASSIFIED	NA
b2622	UNCLASSIFIED	NA
b2623	UNCLASSIFIED	NA
b2624	UNCLASSIFIED	NA
b2625	UNCLASSIFIED	NA
b2626	UNCLASSIFIED	NA
b2627	UNCLASSIFIED	NA
b2628	UNCLASSIFIED	NA
b2629	UNCLASSIFIED	NA
b2630	P3_I4_M1	0.88
b2631	UNCLASSIFIED	NA
b2632	UNCLASSIFIED	NA
b2633	UNCLASSIFIED	NA
b2634	UNCLASSIFIED	NA
b2635	UNCLASSIFIED	NA
b2636	UNCLASSIFIED	NA
b2637	UNCLASSIFIED	NA
b2638	UNCLASSIFIED	NA
b2641_1	UNCLASSIFIED	NA
b2641_2	UNCLASSIFIED	NA
b2642	P4_I4_M2	0.88
b2643	UNCLASSIFIED	NA
b2644	UNCLASSIFIED	NA
b2645	UNCLASSIFIED	NA
b2646	UNCLASSIFIED	NA
b2647	P1_I7_M1	0.86
b2648	UNCLASSIFIED	NA
b2650	UNCLASSIFIED	NA
b2659	P2_I5_M4	0.92
b2660	P2_I5_M4	0.89
b2661	P1_I7_M1	0.86
b2662	P1_I7_M1	0.86
b2663	P2_I5_M4	0.87
b2664	P8_I2_M1	0.82
b2665	P1_I7_M1	0.94
b2666	UNCLASSIFIED	NA
b2667	UNCLASSIFIED	NA
b2668	UNCLASSIFIED	NA
b2669	UNCLASSIFIED	NA
b2670	UNCLASSIFIED	NA
b2671	UNCLASSIFIED	NA
b2672	P1_I7_M1	0.91
b2673	P1_I7_M6	0.88
b2674	P1_I7_M6	0.92
b2675	P1_I7_M6	0.92
b2676	P1_I7_M6	0.89
b2677	UNCLASSIFIED	NA
b2678	UNCLASSIFIED	NA
b2679	UNCLASSIFIED	NA
b2681_1	UNCLASSIFIED	NA
b2681_2	UNCLASSIFIED	NA
b2682	UNCLASSIFIED	NA
b2683	UNCLASSIFIED	NA
b2684	UNCLASSIFIED	NA
b2685	P1_I7_M9	0.85
b2686	UNCLASSIFIED	NA
b2687	UNCLASSIFIED	NA
b2688	UNCLASSIFIED	NA
b2689	UNCLASSIFIED	NA
b2690	UNCLASSIFIED	NA
b2696	P1_I7_M3	0.96
b2697	P2_I5_M7	0.84
b2698	UNCLASSIFIED	NA
b2699	UNCLASSIFIED	NA
b2700	UNCLASSIFIED	NA
b2701	P7_I4_M2	0.83
b2702	UNCLASSIFIED	NA
b2703	P7_I4_M1	0.81
b2704	UNCLASSIFIED	NA
b2705	UNCLASSIFIED	NA
b2706	UNCLASSIFIED	NA
b2707	UNCLASSIFIED	NA
b2708	UNCLASSIFIED	NA
b2709	UNCLASSIFIED	NA
b2710	P8_I2_M1	0.81
b2711	UNCLASSIFIED	NA
b2712	P1_I7_M2	0.82
b2713	UNCLASSIFIED	NA
b2714	UNCLASSIFIED	NA
b2715	UNCLASSIFIED	NA
b2716	UNCLASSIFIED	NA
b2717	UNCLASSIFIED	NA
b2718	UNCLASSIFIED	NA
b2719	UNCLASSIFIED	NA
b2720	UNCLASSIFIED	NA
b2721	UNCLASSIFIED	NA
b2722	UNCLASSIFIED	NA
b2723	UNCLASSIFIED	NA
b2724	UNCLASSIFIED	NA
b2725	UNCLASSIFIED	NA
b2726	P5_I3_M4	0.86
b2727	P1_I7_M2	0.93
b2728	P1_I7_M2	0.84
b2729	P1_I7_M2	0.91
b2730	P5_I3_M2	0.88
b2731	UNCLASSIFIED	NA
b2732	UNCLASSIFIED	NA
b2733	UNCLASSIFIED	NA
b2734	UNCLASSIFIED	NA
b2735	UNCLASSIFIED	NA
b2736	UNCLASSIFIED	NA
b2737	UNCLASSIFIED	NA
b2738	UNCLASSIFIED	NA
b2739	UNCLASSIFIED	NA
b2740	UNCLASSIFIED	NA
b2741	P8_I2_M1	0.87
b2742	UNCLASSIFIED	NA
b2743	UNCLASSIFIED	NA
b2744	UNCLASSIFIED	NA
b2745	P5_I3_M3	0.85
b2746	P5_I3_M3	0.85
b2747	UNCLASSIFIED	NA
b2748	UNCLASSIFIED	NA
b2749	UNCLASSIFIED	NA
b2750	P1_I7_M11	0.94
b2751	P1_I7_M11	0.96
b2752	P1_I7_M11	0.97
b2753	UNCLASSIFIED	NA
b2754	UNCLASSIFIED	NA
b2755	UNCLASSIFIED	NA
b2756	UNCLASSIFIED	NA
b2757	UNCLASSIFIED	NA
b2758	UNCLASSIFIED	NA
b2759	UNCLASSIFIED	NA
b2760	UNCLASSIFIED	NA
b2761	UNCLASSIFIED	NA
b2762	P1_I7_M11	0.94
b2763	P1_I7_M11	0.96
b2764	P1_I7_M11	0.98
b2765	UNCLASSIFIED	NA
b2766	P7_I4_M1	0.84
b2767	UNCLASSIFIED	NA
b2768	UNCLASSIFIED	NA
b2769	UNCLASSIFIED	NA
b2770	UNCLASSIFIED	NA
b2771	UNCLASSIFIED	NA
b2774	UNCLASSIFIED	NA
b2775	UNCLASSIFIED	NA
b2776	UNCLASSIFIED	NA
b2777	UNCLASSIFIED	NA
b2778	UNCLASSIFIED	NA
b2779	UNCLASSIFIED	NA
b2780	UNCLASSIFIED	NA
b2781	UNCLASSIFIED	NA
b2782	UNCLASSIFIED	NA
b2783	P2_I5_M11	0.86
b2784	UNCLASSIFIED	NA
b2785	UNCLASSIFIED	NA
b2786	UNCLASSIFIED	NA
b2787	UNCLASSIFIED	NA
b2788	UNCLASSIFIED	NA
b2789	UNCLASSIFIED	NA
b2790	UNCLASSIFIED	NA
b2791	UNCLASSIFIED	NA
b2792	UNCLASSIFIED	NA
b2793	UNCLASSIFIED	NA
b2794	UNCLASSIFIED	NA
b2795	UNCLASSIFIED	NA
b2796	UNCLASSIFIED	NA
b2797	UNCLASSIFIED	NA
b2798	UNCLASSIFIED	NA
b2799	P1_I7_M5	0.88
b2800	UNCLASSIFIED	NA
b2801	P1_I7_M5	0.8
b2802	P1_I7_M5	0.81
b2803	UNCLASSIFIED	NA
b2804	UNCLASSIFIED	NA
b2805	P1_I7_M5	0.85
b2806	UNCLASSIFIED	NA
b2807	UNCLASSIFIED	NA
b2808	UNCLASSIFIED	NA
b2809	UNCLASSIFIED	NA
b2810	UNCLASSIFIED	NA
b2811	UNCLASSIFIED	NA
b2812	UNCLASSIFIED	NA
b2813	P3_I4_M3	0.87
b2817	UNCLASSIFIED	NA
b2818	P4_I4_M1	0.96
b2819	UNCLASSIFIED	NA
b2820	P3_I4_M9	0.83
b2821	UNCLASSIFIED	NA
b2822	UNCLASSIFIED	NA
b2823	UNCLASSIFIED	NA
b2824	UNCLASSIFIED	NA
b2825	UNCLASSIFIED	NA
b2826	UNCLASSIFIED	NA
b2827	UNCLASSIFIED	NA
b2828	UNCLASSIFIED	NA
b2829	UNCLASSIFIED	NA
b2830	UNCLASSIFIED	NA
b2831	UNCLASSIFIED	NA
b2832	UNCLASSIFIED	NA
b2833	P6_I3_M2	0.86
b2834	P2_I5_M1	0.86
b2835	UNCLASSIFIED	NA
b2836	UNCLASSIFIED	NA
b2837	UNCLASSIFIED	NA
b2838	UNCLASSIFIED	NA
b2839	UNCLASSIFIED	NA
b2840	UNCLASSIFIED	NA
b2841	UNCLASSIFIED	NA
b2842	UNCLASSIFIED	NA
b2843	UNCLASSIFIED	NA
b2844	P1_I7_M7	0.91
b2845	UNCLASSIFIED	NA
b2846	UNCLASSIFIED	NA
b2847	UNCLASSIFIED	NA
b2848	UNCLASSIFIED	NA
b2849	UNCLASSIFIED	NA
b2850_1	UNCLASSIFIED	NA
b2850_2	UNCLASSIFIED	NA
b2851	UNCLASSIFIED	NA
b2852	UNCLASSIFIED	NA
b2853	UNCLASSIFIED	NA
b2854_1	UNCLASSIFIED	NA
b2854_2	UNCLASSIFIED	NA
b2856	UNCLASSIFIED	NA
b2858_1	UNCLASSIFIED	NA
b2858_2	UNCLASSIFIED	NA
b2859	UNCLASSIFIED	NA
b2860	P2_I5_M1	0.88
b2861	UNCLASSIFIED	NA
b2863	UNCLASSIFIED	NA
b2865	UNCLASSIFIED	NA
b2866	P1_I7_M8	0.88
b2867	UNCLASSIFIED	NA
b2868	UNCLASSIFIED	NA
b2869	P1_I7_M5	0.83
b2870	UNCLASSIFIED	NA
b2871	UNCLASSIFIED	NA
b2872	UNCLASSIFIED	NA
b2873	UNCLASSIFIED	NA
b2874	UNCLASSIFIED	NA
b2875	UNCLASSIFIED	NA
b2876	UNCLASSIFIED	NA
b2877	UNCLASSIFIED	NA
b2878	UNCLASSIFIED	NA
b2879	UNCLASSIFIED	NA
b2880	UNCLASSIFIED	NA
b2881	UNCLASSIFIED	NA
b2882	UNCLASSIFIED	NA
b2883	UNCLASSIFIED	NA
b2886	UNCLASSIFIED	NA
b2887	UNCLASSIFIED	NA
b2888	UNCLASSIFIED	NA
b2889	P1_I7_M1	0.91
b2890	UNCLASSIFIED	NA
b2891_1	UNCLASSIFIED	NA
b2891_2	P2_I5_M7	0.84
b2892	P2_I5_M17	0.81
b2893	UNCLASSIFIED	NA
b2894	UNCLASSIFIED	NA
b2895	UNCLASSIFIED	NA
b2896	UNCLASSIFIED	NA
b2897	P1_I7_M3	0.88
b2898	UNCLASSIFIED	NA
b2899	UNCLASSIFIED	NA
b2900	P6_I3_M2	0.82
b2901	P5_I3_M1	0.82
b2902	UNCLASSIFIED	NA
b2903	UNCLASSIFIED	NA
b2904	UNCLASSIFIED	NA
b2905	UNCLASSIFIED	NA
b2906	UNCLASSIFIED	NA
b2907	UNCLASSIFIED	NA
b2908	UNCLASSIFIED	NA
b2909	UNCLASSIFIED	NA
b2910	P1_I7_M3	0.86
b2912	UNCLASSIFIED	NA
b2913	P1_I7_M10	0.86
b2914	UNCLASSIFIED	NA
b2915	UNCLASSIFIED	NA
b2916	UNCLASSIFIED	NA
b2917	UNCLASSIFIED	NA
b2918	UNCLASSIFIED	NA
b2919	UNCLASSIFIED	NA
b2920	UNCLASSIFIED	NA
b2921	UNCLASSIFIED	NA
b2922	P1_I7_M1	0.88
b2923	UNCLASSIFIED	NA
b2924	P9_I3_M1	0.86
b2925	UNCLASSIFIED	NA
b2926	UNCLASSIFIED	NA
b2927	UNCLASSIFIED	NA
b2928	UNCLASSIFIED	NA
b2929	UNCLASSIFIED	NA
b2930	UNCLASSIFIED	NA
b2933	UNCLASSIFIED	NA
b2934	UNCLASSIFIED	NA
b2935	UNCLASSIFIED	NA
b2936	UNCLASSIFIED	NA
b2937	P2_I5_M17	0.87
b2938	UNCLASSIFIED	NA
b2939	UNCLASSIFIED	NA
b2940	UNCLASSIFIED	NA
b2942	P2_I5_M15	0.86
b2943	UNCLASSIFIED	NA
b2944	UNCLASSIFIED	NA
b2945	UNCLASSIFIED	NA
b2946	UNCLASSIFIED	NA
b2947	P5_I3_M1	0.84
b2948	UNCLASSIFIED	NA
b2949	UNCLASSIFIED	NA
b2950	UNCLASSIFIED	NA
b2951	UNCLASSIFIED	NA
b2952	UNCLASSIFIED	NA
b2953	UNCLASSIFIED	NA
b2954	P2_I5_M7	0.83
b2955	P2_I5_M7	0.81
b2956	UNCLASSIFIED	NA
b2957	P1_I7_M2	0.89
b2958	UNCLASSIFIED	NA
b2959	UNCLASSIFIED	NA
b2960	UNCLASSIFIED	NA
b2961	UNCLASSIFIED	NA
b2962	UNCLASSIFIED	NA
b2963	UNCLASSIFIED	NA
b2964	UNCLASSIFIED	NA
b2965	UNCLASSIFIED	NA
b2966	P1_I7_M2	0.8
b2968	UNCLASSIFIED	NA
b2969	UNCLASSIFIED	NA
b2970	UNCLASSIFIED	NA
b2971	UNCLASSIFIED	NA
b2972	UNCLASSIFIED	NA
b2975	P3_I4_M6	0.91
b2976	P3_I4_M6	0.9
b2977	P3_I4_M6	0.88
b2979	P3_I4_M6	0.91
b2980	P1_I7_M7	0.86
b2981	UNCLASSIFIED	NA
b2982	UNCLASSIFIED	NA
b2983	UNCLASSIFIED	NA
b2984	UNCLASSIFIED	NA
b2985	UNCLASSIFIED	NA
b2986	UNCLASSIFIED	NA
b2987	UNCLASSIFIED	NA
b2988	UNCLASSIFIED	NA
b2989	P1_I7_M1	0.82
b2990	P3_I4_M1	0.85
b2991	UNCLASSIFIED	NA
b2992	UNCLASSIFIED	NA
b2993	UNCLASSIFIED	NA
b2994	P1_I7_M2	0.8
b2995	UNCLASSIFIED	NA
b2996	P1_I7_M2	0.85
b2997	P1_I7_M2	0.9
b2998	UNCLASSIFIED	NA
b3001	P1_I7_M5	0.84
b3002	UNCLASSIFIED	NA
b3003	P1_I7_M1	0.96
b3005	P1_I7_M6	0.86
b3006	P1_I7_M6	0.92
b3008	P2_I5_M15	0.82
b3009	UNCLASSIFIED	NA
b3010	UNCLASSIFIED	NA
b3011	UNCLASSIFIED	NA
b3012	P1_I7_M1	0.91
b3013	UNCLASSIFIED	NA
b3014	UNCLASSIFIED	NA
b3017	UNCLASSIFIED	NA
b3018	UNCLASSIFIED	NA
b3019	P2_I5_M7	0.92
b3020	P1_I7_M5	0.86
b3021	UNCLASSIFIED	NA
b3022	UNCLASSIFIED	NA
b3023	P1_I7_M1	0.86
b3024	P1_I7_M1	0.87
b3025	UNCLASSIFIED	NA
b3026	UNCLASSIFIED	NA
b3027	UNCLASSIFIED	NA
b3028	UNCLASSIFIED	NA
b3029	UNCLASSIFIED	NA
b3030	P3_I4_M10	0.89
b3031	UNCLASSIFIED	NA
b3032	UNCLASSIFIED	NA
b3033	UNCLASSIFIED	NA
b3034	P1_I7_M1	0.8
b3035	UNCLASSIFIED	NA
b3037	UNCLASSIFIED	NA
b3038	UNCLASSIFIED	NA
b3039	UNCLASSIFIED	NA
b3040	P2_I5_M1	0.84
b3041	UNCLASSIFIED	NA
b3042	UNCLASSIFIED	NA
b3043	UNCLASSIFIED	NA
b3044	UNCLASSIFIED	NA
b3045	UNCLASSIFIED	NA
b3046_1	UNCLASSIFIED	NA
b3046_2	UNCLASSIFIED	NA
b3047	UNCLASSIFIED	NA
b3048	UNCLASSIFIED	NA
b3049	P2_I5_M11	0.88
b3050	UNCLASSIFIED	NA
b3051	UNCLASSIFIED	NA
b3052	UNCLASSIFIED	NA
b3053	UNCLASSIFIED	NA
b3054	UNCLASSIFIED	NA
b3055	UNCLASSIFIED	NA
b3056	UNCLASSIFIED	NA
b3057	UNCLASSIFIED	NA
b3058	UNCLASSIFIED	NA
b3059	UNCLASSIFIED	NA
b3060	P1_I7_M2	0.9
b3061	UNCLASSIFIED	NA
b3062	UNCLASSIFIED	NA
b3063	UNCLASSIFIED	NA
b3064	P5_I3_M3	0.87
b3065	UNCLASSIFIED	NA
b3066	UNCLASSIFIED	NA
b3067	P2_I5_M17	0.92
b3068	P1_I7_M1	0.8
b3070	P1_I7_M6	0.91
b3071	UNCLASSIFIED	NA
b3072	UNCLASSIFIED	NA
b3073	P1_I7_M1	0.91
b3074	UNCLASSIFIED	NA
b3075	UNCLASSIFIED	NA
b3076	P6_I3_M1	0.84
b3077	UNCLASSIFIED	NA
b3078	P6_I3_M1	0.8
b3079	UNCLASSIFIED	NA
b3080	UNCLASSIFIED	NA
b3081	P1_I7_M8	0.88
b3082	UNCLASSIFIED	NA
b3083	UNCLASSIFIED	NA
b3084	UNCLASSIFIED	NA
b3085	UNCLASSIFIED	NA
b3086	UNCLASSIFIED	NA
b3087	UNCLASSIFIED	NA
b3088	UNCLASSIFIED	NA
b3089	UNCLASSIFIED	NA
b3090	UNCLASSIFIED	NA
b3091	UNCLASSIFIED	NA
b3092	UNCLASSIFIED	NA
b3093	UNCLASSIFIED	NA
b3094	UNCLASSIFIED	NA
b3095	UNCLASSIFIED	NA
b3096	UNCLASSIFIED	NA
b3097	P2_I5_M12	0.9
b3098	UNCLASSIFIED	NA
b3099	P2_I5_M12	0.85
b3100	UNCLASSIFIED	NA
b3101	UNCLASSIFIED	NA
b3102	P1_I7_M1	0.91
b3103	P8_I2_M1	0.84
b3104	UNCLASSIFIED	NA
b3105	UNCLASSIFIED	NA
b3106	UNCLASSIFIED	NA
b3107	P1_I7_M3	0.87
b3110	P1_I7_M2	0.83
b3113	UNCLASSIFIED	NA
b3114	UNCLASSIFIED	NA
b3115	UNCLASSIFIED	NA
b3116	UNCLASSIFIED	NA
b3117	P1_I7_M5	0.85
b3118	P1_I7_M5	0.82
b3119	UNCLASSIFIED	NA
b3120	UNCLASSIFIED	NA
b3121	UNCLASSIFIED	NA
b3124	UNCLASSIFIED	NA
b3125	UNCLASSIFIED	NA
b3126	UNCLASSIFIED	NA
b3127	UNCLASSIFIED	NA
b3128	P7_I4_M1	0.81
b3129	P2_I5_M11	0.83
b3130	UNCLASSIFIED	NA
b3131	UNCLASSIFIED	NA
b3132	P1_I7_M5	0.88
b3133	UNCLASSIFIED	NA
b3134	UNCLASSIFIED	NA
b3135	UNCLASSIFIED	NA
b3136	UNCLASSIFIED	NA
b3137	UNCLASSIFIED	NA
b3138	UNCLASSIFIED	NA
b3139	UNCLASSIFIED	NA
b3140	UNCLASSIFIED	NA
b3141	UNCLASSIFIED	NA
b3142	UNCLASSIFIED	NA
b3143	UNCLASSIFIED	NA
b3144	UNCLASSIFIED	NA
b3145	UNCLASSIFIED	NA
b3146	UNCLASSIFIED	NA
b3147	UNCLASSIFIED	NA
b3148	UNCLASSIFIED	NA
b3149	UNCLASSIFIED	NA
b3150	UNCLASSIFIED	NA
b3151	UNCLASSIFIED	NA
b3152	UNCLASSIFIED	NA
b3153	P1_I7_M1	0.92
b3154	UNCLASSIFIED	NA
b3155	UNCLASSIFIED	NA
b3156	P1_I7_M2	0.86
b3157	P1_I7_M2	0.82
b3158	P1_I7_M2	0.93
b3159	P1_I7_M2	0.95
b3160	P7_I4_M2	0.87
b3161	UNCLASSIFIED	NA
b3162	UNCLASSIFIED	NA
b3163	UNCLASSIFIED	NA
b3164	UNCLASSIFIED	NA
b3165	P1_I7_M3	0.92
b3166	UNCLASSIFIED	NA
b3167	UNCLASSIFIED	NA
b3168	UNCLASSIFIED	NA
b3169	P3_I4_M10	0.84
b3170	UNCLASSIFIED	NA
b3172	P4_I4_M1	0.93
b3173	UNCLASSIFIED	NA
b3175	UNCLASSIFIED	NA
b3176	UNCLASSIFIED	NA
b3177	UNCLASSIFIED	NA
b3178	UNCLASSIFIED	NA
b3179	UNCLASSIFIED	NA
b3180	P2_I5_M2	0.86
b3181	UNCLASSIFIED	NA
b3182	UNCLASSIFIED	NA
b3183	P3_I4_M10	0.88
b3184	P3_I4_M10	0.91
b3185	P2_I5_M2	0.93
b3186	P2_I5_M2	0.93
b3187	UNCLASSIFIED	NA
b3188	UNCLASSIFIED	NA
b3189	P2_I5_M7	0.86
b3190	P2_I5_M2	0.85
b3191	UNCLASSIFIED	NA
b3192	UNCLASSIFIED	NA
b3193	UNCLASSIFIED	NA
b3194	UNCLASSIFIED	NA
b3195	UNCLASSIFIED	NA
b3196	UNCLASSIFIED	NA
b3197	UNCLASSIFIED	NA
b3198	UNCLASSIFIED	NA
b3199	UNCLASSIFIED	NA
b3200	UNCLASSIFIED	NA
b3201	UNCLASSIFIED	NA
b3202	UNCLASSIFIED	NA
b3203	P2_I5_M11	0.82
b3204	UNCLASSIFIED	NA
b3205	UNCLASSIFIED	NA
b3206	UNCLASSIFIED	NA
b3207	P8_I2_M1	0.84
b3208	UNCLASSIFIED	NA
b3209	UNCLASSIFIED	NA
b3210	UNCLASSIFIED	NA
b3211	P1_I7_M2	0.91
b3212	P1_I7_M10	0.84
b3213	P1_I7_M10	0.85
b3214	UNCLASSIFIED	NA
b3215	UNCLASSIFIED	NA
b3216	UNCLASSIFIED	NA
b3218	UNCLASSIFIED	NA
b3219	UNCLASSIFIED	NA
b3220	UNCLASSIFIED	NA
b3221	UNCLASSIFIED	NA
b3222	P1_I7_M1	0.8
b3223	UNCLASSIFIED	NA
b3224	P1_I7_M8	0.83
b3225	UNCLASSIFIED	NA
b3226	UNCLASSIFIED	NA
b3227	UNCLASSIFIED	NA
b3228	UNCLASSIFIED	NA
b3229	UNCLASSIFIED	NA
b3230	UNCLASSIFIED	NA
b3231	P2_I5_M2	0.86
b3232	UNCLASSIFIED	NA
b3233	UNCLASSIFIED	NA
b3234	P2_I5_M1	0.87
b3235	UNCLASSIFIED	NA
b3236	UNCLASSIFIED	NA
b3237	UNCLASSIFIED	NA
b3238	UNCLASSIFIED	NA
b3239	P2_I5_M12	0.93
b3240	UNCLASSIFIED	NA
b3241	UNCLASSIFIED	NA
b3242	UNCLASSIFIED	NA
b3243	UNCLASSIFIED	NA
b3244	P2_I5_M1	0.88
b3247	P5_I3_M3	0.84
b3248	UNCLASSIFIED	NA
b3249	UNCLASSIFIED	NA
b3250	P2_I5_M6	0.95
b3251	P2_I5_M7	0.85
b3252	UNCLASSIFIED	NA
b3253	UNCLASSIFIED	NA
b3255	P2_I5_M9	0.88
b3256	P1_I7_M9	0.88
b3257	P2_I5_M2	0.84
b3258	UNCLASSIFIED	NA
b3259	UNCLASSIFIED	NA
b3260	UNCLASSIFIED	NA
b3261	P2_I5_M2	0.92
b3262	UNCLASSIFIED	NA
b3263	UNCLASSIFIED	NA
b3264	UNCLASSIFIED	NA
b3265	UNCLASSIFIED	NA
b3266	UNCLASSIFIED	NA
b3267	UNCLASSIFIED	NA
b3268_1	UNCLASSIFIED	NA
b3268_2	UNCLASSIFIED	NA
b3269	UNCLASSIFIED	NA
b3270	UNCLASSIFIED	NA
b3271	UNCLASSIFIED	NA
b3279	UNCLASSIFIED	NA
b3280	UNCLASSIFIED	NA
b3281	UNCLASSIFIED	NA
b3282	UNCLASSIFIED	NA
b3283	UNCLASSIFIED	NA
b3284	P3_I4_M5	0.83
b3287	UNCLASSIFIED	NA
b3288	UNCLASSIFIED	NA
b3289	UNCLASSIFIED	NA
b3290	UNCLASSIFIED	NA
b3291	P8_I2_M1	0.85
b3292	UNCLASSIFIED	NA
b3293	UNCLASSIFIED	NA
b3294	P2_I5_M10	0.88
b3295	P2_I5_M10	0.93
b3296	P2_I5_M10	0.93
b3297	P4_I4_M3	0.87
b3298	UNCLASSIFIED	NA
b3299	P1_I7_M3	0.87
b3300	P2_I5_M10	0.85
b3301	P2_I5_M10	0.92
b3302	P1_I7_M3	0.87
b3303	P2_I5_M10	0.9
b3304	P4_I4_M3	0.92
b3305	UNCLASSIFIED	NA
b3306	P4_I4_M3	0.91
b3307	P4_I4_M3	0.93
b3308	UNCLASSIFIED	NA
b3309	P2_I5_M2	0.9
b3310	UNCLASSIFIED	NA
b3311	P1_I7_M3	0.9
b3312	P2_I5_M2	0.82
b3313	P2_I5_M10	0.93
b3314	P2_I5_M10	0.95
b3315	P4_I4_M3	0.95
b3316	P4_I4_M3	0.93
b3317	P2_I5_M10	0.95
b3318	P4_I4_M3	0.92
b3319	P2_I5_M10	0.96
b3320	P2_I5_M10	0.95
b3321	P4_I4_M3	0.87
b3322	UNCLASSIFIED	NA
b3323	UNCLASSIFIED	NA
b3324	UNCLASSIFIED	NA
b3325	UNCLASSIFIED	NA
b3326	UNCLASSIFIED	NA
b3327	UNCLASSIFIED	NA
b3328	UNCLASSIFIED	NA
b3329	UNCLASSIFIED	NA
b3330	UNCLASSIFIED	NA
b3331	UNCLASSIFIED	NA
b3332	UNCLASSIFIED	NA
b3333	UNCLASSIFIED	NA
b3334	UNCLASSIFIED	NA
b3335	UNCLASSIFIED	NA
b3336	UNCLASSIFIED	NA
b3337	UNCLASSIFIED	NA
b3338	UNCLASSIFIED	NA
b3339	UNCLASSIFIED	NA
b3340	P2_I5_M10	0.89
b3341	P2_I5_M10	0.87
b3342	P4_I4_M3	0.9
b3343	UNCLASSIFIED	NA
b3344	UNCLASSIFIED	NA
b3345	UNCLASSIFIED	NA
b3346	UNCLASSIFIED	NA
b3347	UNCLASSIFIED	NA
b3348	UNCLASSIFIED	NA
